OnTime_(ms),Time_(UTC),Speed_(km/h),Distance_(m),RPM,Lambda,Starter,Gear,Fuel_correction,Fuel_consumption_(km/l),Fuel_consumed_(g),Battery_voltage_(V),Oil_temperature_(C),Water_temperature_(C),Exhaust_temperature_(C), Air_Temperature_(C), Brake_front_(bar),Brake_rear_(bar),ecu_state, injection_duration_(us), injection_angle, burning, tuning_state
891.00,1970-00-00 00:00:00.891,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.81,0.00,0.00,0.00,0.00,-0.27,-0.00,17.00,10.00,0.00,0.00,0.00
2659.00,1970-01-01 00:00:02.659,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.81,29.16,29.05,26.41,24.58,-0.26,-0.00,17.00,10.00,0.00,0.00,0.00
2759.00,1970-01-01 00:00:02.759,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.82,29.16,29.05,26.41,24.58,-0.28,-0.00,17.00,10.00,0.00,0.00,0.00
2859.00,1970-01-01 00:00:02.859,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.79,29.16,29.05,26.41,24.58,-0.29,-0.00,17.00,10.00,0.00,0.00,0.00
2959.00,1970-01-01 00:00:02.959,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.80,29.13,29.13,26.46,24.58,-0.30,0.00,17.00,10.00,0.00,0.00,0.00
3059.00,1970-01-01 00:00:03.059,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.78,29.13,29.13,26.46,24.47,-0.28,-0.00,17.00,10.00,0.00,0.00,0.00
3159.00,1970-01-01 00:00:03.159,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.79,29.13,29.08,26.46,24.47,-0.29,-0.00,17.00,10.00,0.00,0.00,0.00
3259.00,1970-01-01 00:00:03.259,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.80,29.16,29.08,26.44,24.47,-0.30,-0.00,17.00,10.00,0.00,0.00,0.00
3359.00,1970-01-01 00:00:03.359,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.75,29.16,29.08,26.44,24.47,-0.29,-0.01,17.00,10.00,0.00,0.00,0.00
3459.00,1970-01-01 00:00:03.459,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.79,29.13,29.08,26.52,24.57,-0.29,-0.01,17.00,10.00,0.00,0.00,0.00
